date,site_section,device,country,ad_unit,ad_requests,matched_requests,impressions,clicks,estimated_revenue,match_rate,fill_rate,ctr,rpm,ecpm
2026-04-02,sports,desktop,BR,in_article,5240,4502,3722,97,6.94,0.85916,0.826744,0.026061,1.324427,1.864589
2026-04-02,sports,desktop,BR,sidebar_rectangle,3487,3079,2925,78,4.2,0.882994,0.949984,0.026667,1.204474,1.435897
2026-04-02,sports,desktop,BR,top_banner,7101,5829,4490,142,4.75,0.82087,0.770286,0.031626,0.66892,1.057906
2026-04-02,sports,desktop,BR,video_preroll,1809,1683,1619,32,9.63,0.930348,0.961973,0.019765,5.323383,5.948116
2026-04-02,sports,desktop,MX,in_article,1931,1593,1511,16,5.48,0.824961,0.948525,0.010589,2.837908,3.626737
2026-04-02,sports,desktop,MX,sidebar_rectangle,1473,1283,1237,32,1.38,0.871012,0.964147,0.025869,0.936864,1.115602
2026-04-02,sports,desktop,MX,top_banner,3057,2944,2448,20,9.99,0.963036,0.831522,0.00817,3.26791,4.080882
2026-04-02,sports,desktop,MX,video_preroll,827,769,675,5,1.82,0.929867,0.877763,0.007407,2.200726,2.696296
2026-04-02,sports,desktop,US,in_article,3403,2737,2231,32,6.12,0.80429,0.815126,0.014343,1.798413,2.743165
2026-04-02,sports,desktop,US,sidebar_rectangle,1992,1583,1416,28,7.65,0.794679,0.894504,0.019774,3.840361,5.402542
2026-04-02,sports,desktop,US,top_banner,3876,3239,3077,91,4.78,0.835655,0.949985,0.029574,1.23323,1.553461
2026-04-02,sports,desktop,US,video_preroll,1062,895,817,12,5.17,0.84275,0.912849,0.014688,4.868173,6.328029
2026-04-02,sports,mobile,AR,in_article,2467,1926,1507,47,6.25,0.780705,0.782451,0.031188,2.533441,4.147313
2026-04-02,sports,mobile,AR,sidebar_rectangle,1813,1670,1539,10,2.3,0.921125,0.921557,0.006498,1.268616,1.494477
2026-04-02,sports,mobile,AR,top_banner,3247,3111,2479,35,10.06,0.958115,0.79685,0.014119,3.098245,4.058088
2026-04-02,sports,mobile,AR,video_preroll,924,749,655,4,3.13,0.810606,0.874499,0.006107,3.387446,4.778626
2026-04-02,sports,mobile,BR,in_article,7340,5932,5722,119,13.37,0.808174,0.964599,0.020797,1.821526,2.336596
2026-04-02,sports,mobile,BR,sidebar_rectangle,5261,4900,3828,48,8.81,0.931382,0.781224,0.012539,1.674587,2.301463
2026-04-02,sports,mobile,BR,top_banner,9501,7804,6612,161,10.75,0.821387,0.847258,0.02435,1.13146,1.625832
2026-04-02,sports,mobile,BR,video_preroll,2394,2011,1684,8,3.27,0.840017,0.837394,0.004751,1.365915,1.941805
2026-04-02,sports,mobile,MX,in_article,3248,2936,2818,35,3.13,0.903941,0.959809,0.01242,0.96367,1.110717
2026-04-02,sports,mobile,MX,sidebar_rectangle,2226,1985,1904,47,3.96,0.891734,0.959194,0.024685,1.778976,2.079832
2026-04-02,sports,mobile,MX,top_banner,3383,2839,2408,53,6.23,0.839196,0.848186,0.02201,1.841561,2.587209
2026-04-02,sports,mobile,MX,video_preroll,1102,1040,869,2,4.54,0.943739,0.835577,0.002301,4.119782,5.224396
2026-04-02,sports,mobile,US,in_article,5384,4800,4596,144,19.85,0.89153,0.9575,0.031332,3.68685,4.318973
2026-04-02,sports,mobile,US,sidebar_rectangle,3190,2584,2360,45,11.28,0.810031,0.913313,0.019068,3.53605,4.779661
2026-04-02,sports,mobile,US,top_banner,6221,4935,4304,35,5.96,0.793281,0.872138,0.008132,0.958045,1.384758
2026-04-02,sports,mobile,US,video_preroll,1640,1570,1337,22,15.73,0.957317,0.851592,0.016455,9.591463,11.765146
2026-04-02,sports,tablet,AR,in_article,716,649,586,17,2.32,0.906425,0.902928,0.02901,3.240223,3.959044
2026-04-02,sports,tablet,AR,sidebar_rectangle,442,402,329,2,1.34,0.909502,0.818408,0.006079,3.031674,4.072948
2026-04-02,sports,tablet,AR,top_banner,1048,847,666,9,0.68,0.808206,0.786305,0.013514,0.648855,1.021021
2026-04-02,sports,tablet,AR,video_preroll,255,223,196,0,0.42,0.87451,0.878924,0.0,1.647059,2.142857
2026-04-02,sports,tablet,BR,in_article,2244,1990,1557,18,1.96,0.886809,0.782412,0.011561,0.87344,1.258831
2026-04-02,sports,tablet,BR,sidebar_rectangle,1502,1398,1278,32,3.6,0.930759,0.914163,0.025039,2.396804,2.816901
2026-04-02,sports,tablet,BR,top_banner,2448,2297,2232,54,1.7,0.938317,0.971702,0.024194,0.694444,0.761649
2026-04-02,sports,tablet,BR,video_preroll,852,701,571,7,3.67,0.82277,0.814551,0.012259,4.307512,6.42732
2026-04-02,sports,tablet,MX,in_article,781,648,584,17,0.69,0.829706,0.901235,0.02911,0.883483,1.181507
2026-04-02,sports,tablet,MX,sidebar_rectangle,654,587,532,14,1.06,0.897554,0.906303,0.026316,1.620795,1.992481
2026-04-02,sports,tablet,MX,top_banner,1155,1072,937,5,2.1,0.928139,0.874067,0.005336,1.818182,2.241195
2026-04-02,sports,tablet,MX,video_preroll,278,231,190,2,0.23,0.830935,0.822511,0.010526,0.827338,1.210526
2026-04-02,sports,tablet,US,in_article,1473,1330,1160,6,4.29,0.902919,0.87218,0.005172,2.912424,3.698276
2026-04-02,sports,tablet,US,sidebar_rectangle,867,715,643,7,2.64,0.824683,0.899301,0.010886,3.044983,4.105754
2026-04-02,sports,tablet,US,top_banner,1959,1891,1754,18,4.02,0.965288,0.927552,0.010262,2.052067,2.291904
2026-04-02,sports,tablet,US,video_preroll,525,430,396,5,1.96,0.819048,0.92093,0.012626,3.733333,4.949495
2026-04-02,technology,desktop,AR,in_article,1472,1150,1013,19,1.83,0.78125,0.88087,0.018756,1.243207,1.806515
2026-04-02,technology,desktop,AR,sidebar_rectangle,1029,879,757,21,2.44,0.854227,0.861206,0.027741,2.371234,3.22325
2026-04-02,technology,desktop,AR,top_banner,1875,1571,1533,9,3.42,0.837867,0.975812,0.005871,1.824,2.23092
2026-04-02,technology,desktop,AR,video_preroll,489,403,370,2,2.61,0.824131,0.918114,0.005405,5.337423,7.054054
2026-04-02,technology,desktop,BR,in_article,4251,4119,3850,97,12.38,0.968948,0.934693,0.025195,2.912256,3.215584
2026-04-02,technology,desktop,BR,sidebar_rectangle,2855,2383,2229,64,4.26,0.834676,0.935376,0.028712,1.492119,1.911171
2026-04-02,technology,desktop,BR,top_banner,5250,4549,3500,102,2.41,0.866476,0.7694,0.029143,0.459048,0.688571
2026-04-02,technology,desktop,BR,video_preroll,1434,1182,1040,8,1.36,0.824268,0.879865,0.007692,0.948396,1.307692
2026-04-02,technology,desktop,MX,in_article,1495,1229,998,30,1.22,0.822074,0.812042,0.03006,0.816054,1.222445
2026-04-02,technology,desktop,MX,sidebar_rectangle,1136,915,736,10,1.0,0.805458,0.804372,0.013587,0.880282,1.358696
2026-04-02,technology,desktop,MX,top_banner,1997,1665,1436,35,1.61,0.833751,0.862462,0.024373,0.806209,1.12117
2026-04-02,technology,desktop,MX,video_preroll,638,514,479,5,2.88,0.805643,0.931907,0.010438,4.514107,6.012526
2026-04-02,technology,desktop,US,in_article,2575,2313,1902,56,4.91,0.898252,0.822309,0.029443,1.906796,2.581493
2026-04-02,technology,desktop,US,sidebar_rectangle,1760,1479,1330,31,2.63,0.840341,0.899256,0.023308,1.494318,1.977444
2026-04-02,technology,desktop,US,top_banner,3454,3057,2749,37,7.58,0.885061,0.899248,0.013459,2.194557,2.757366
2026-04-02,technology,desktop,US,video_preroll,936,752,656,12,5.12,0.803419,0.87234,0.018293,5.470085,7.804878
2026-04-02,technology,mobile,AR,in_article,1991,1570,1198,21,4.83,0.788548,0.763057,0.017529,2.425917,4.03172
2026-04-02,technology,mobile,AR,sidebar_rectangle,1395,1180,1103,29,4.46,0.845878,0.934746,0.026292,3.197133,4.043518
2026-04-02,technology,mobile,AR,top_banner,2628,2539,1962,45,7.98,0.966134,0.772745,0.022936,3.03653,4.067278
2026-04-02,technology,mobile,AR,video_preroll,664,592,572,7,2.9,0.891566,0.966216,0.012238,4.36747,5.06993
2026-04-02,technology,mobile,BR,in_article,6597,5441,4652,100,12.76,0.824769,0.85499,0.021496,1.934213,2.742906
2026-04-02,technology,mobile,BR,sidebar_rectangle,4759,3961,3072,45,7.73,0.832318,0.775562,0.014648,1.624291,2.516276
2026-04-02,technology,mobile,BR,top_banner,6901,5621,4863,127,17.18,0.81452,0.865149,0.026116,2.489494,3.532799
2026-04-02,technology,mobile,BR,video_preroll,2182,1834,1497,15,8.44,0.840513,0.816249,0.01002,3.868011,5.637943
2026-04-02,technology,mobile,MX,in_article,2508,1966,1616,49,1.96,0.783892,0.821974,0.030322,0.781499,1.212871
2026-04-02,technology,mobile,MX,sidebar_rectangle,1861,1724,1453,41,5.77,0.926384,0.842807,0.028217,3.100484,3.971094
2026-04-02,technology,mobile,MX,top_banner,3070,2626,2077,64,6.33,0.855375,0.790937,0.030814,2.061889,3.047665
2026-04-02,technology,mobile,MX,video_preroll,829,710,631,5,1.27,0.856454,0.888732,0.007924,1.531966,2.012678
2026-04-02,technology,mobile,US,in_article,3563,2840,2560,77,4.48,0.797081,0.901408,0.030078,1.257367,1.75
2026-04-02,technology,mobile,US,sidebar_rectangle,2577,2434,2120,33,7.73,0.944509,0.870994,0.015566,2.999612,3.646226
2026-04-02,technology,mobile,US,top_banner,5138,4852,4371,30,4.98,0.944336,0.900866,0.006863,0.969249,1.139327
2026-04-02,technology,mobile,US,video_preroll,1567,1287,1250,17,5.86,0.821315,0.971251,0.0136,3.73963,4.688
2026-04-02,technology,tablet,AR,in_article,513,403,393,12,0.31,0.785575,0.975186,0.030534,0.604288,0.788804
2026-04-02,technology,tablet,AR,sidebar_rectangle,359,332,287,1,0.55,0.924791,0.864458,0.003484,1.532033,1.916376
2026-04-02,technology,tablet,AR,top_banner,717,619,550,13,1.85,0.863319,0.88853,0.023636,2.580195,3.363636
2026-04-02,technology,tablet,AR,video_preroll,199,188,177,3,0.74,0.944724,0.941489,0.016949,3.718593,4.180791
2026-04-02,technology,tablet,BR,in_article,1609,1487,1290,35,1.19,0.924177,0.867518,0.027132,0.73959,0.922481
2026-04-02,technology,tablet,BR,sidebar_rectangle,1299,1249,1174,18,2.23,0.961509,0.939952,0.015332,1.716705,1.899489
2026-04-02,technology,tablet,BR,top_banner,1909,1580,1479,13,1.09,0.827658,0.936076,0.00879,0.57098,0.736984
2026-04-02,technology,tablet,BR,video_preroll,614,512,494,4,0.98,0.833876,0.964844,0.008097,1.596091,1.983806
2026-04-02,technology,tablet,MX,in_article,697,623,493,8,0.38,0.893831,0.791332,0.016227,0.545194,0.770791
2026-04-02,technology,tablet,MX,sidebar_rectangle,505,477,376,6,0.59,0.944554,0.78826,0.015957,1.168317,1.569149
2026-04-02,technology,tablet,MX,top_banner,892,705,645,19,1.46,0.790359,0.914894,0.029457,1.636771,2.263566
2026-04-02,technology,tablet,MX,video_preroll,246,221,204,3,0.61,0.898374,0.923077,0.014706,2.479675,2.990196
2026-04-02,technology,tablet,US,in_article,1197,1073,910,20,3.4,0.896408,0.848089,0.021978,2.840434,3.736264
2026-04-02,technology,tablet,US,sidebar_rectangle,749,641,558,4,2.09,0.855808,0.870515,0.007168,2.790387,3.74552
2026-04-02,technology,tablet,US,top_banner,1157,1016,801,11,4.86,0.878133,0.788386,0.013733,4.200519,6.067416
2026-04-02,technology,tablet,US,video_preroll,354,315,269,4,1.62,0.889831,0.853968,0.01487,4.576271,6.022305
2026-04-03,home,desktop,AR,in_article,3183,2538,2431,12,3.75,0.797361,0.957841,0.004936,1.178134,1.542575
2026-04-03,home,desktop,AR,sidebar_rectangle,2058,1613,1513,41,3.13,0.783771,0.938004,0.027098,1.520894,2.068738
2026-04-03,home,desktop,AR,top_banner,4322,4172,3240,31,7.62,0.965294,0.776606,0.009568,1.763073,2.351852
2026-04-03,home,desktop,AR,video_preroll,1053,999,908,11,3.37,0.948718,0.908909,0.012115,3.20038,3.711454
2026-04-03,home,desktop,BR,in_article,9161,8060,7650,36,25.01,0.879817,0.949132,0.004706,2.730051,3.269281
2026-04-03,home,desktop,BR,sidebar_rectangle,6149,5725,5524,143,13.89,0.931046,0.964891,0.025887,2.258904,2.514482
2026-04-03,home,desktop,BR,top_banner,9745,8081,6968,138,22.74,0.829246,0.86227,0.019805,2.333504,3.26349
2026-04-03,home,desktop,BR,video_preroll,3228,2529,2277,17,7.2,0.783457,0.900356,0.007466,2.230483,3.162055
2026-04-03,home,desktop,MX,in_article,4091,3232,3041,68,6.44,0.790027,0.940903,0.022361,1.574187,2.117724
2026-04-03,home,desktop,MX,sidebar_rectangle,2120,1961,1869,35,2.65,0.925,0.953085,0.018727,1.25,1.417871
2026-04-03,home,desktop,MX,top_banner,4771,4224,3788,45,3.22,0.885349,0.89678,0.01188,0.674911,0.850053
2026-04-03,home,desktop,MX,video_preroll,1407,1124,947,12,2.65,0.798863,0.842527,0.012672,1.88344,2.79831
2026-04-03,home,desktop,US,in_article,5570,4435,4113,89,18.11,0.79623,0.927396,0.021639,3.251346,4.403112
2026-04-03,home,desktop,US,sidebar_rectangle,4411,4047,3344,66,5.09,0.917479,0.826291,0.019737,1.153933,1.522129
2026-04-03,home,desktop,US,top_banner,7593,6083,5002,115,5.89,0.801133,0.822292,0.022991,0.775714,1.177529
2026-04-03,home,desktop,US,video_preroll,1902,1553,1254,6,3.76,0.816509,0.807469,0.004785,1.976866,2.998405
2026-04-03,home,mobile,AR,in_article,4381,3424,3131,94,11.72,0.781557,0.914428,0.030022,2.675188,3.743213
2026-04-03,home,mobile,AR,sidebar_rectangle,3128,2678,2455,53,6.38,0.856138,0.916729,0.021589,2.039642,2.598778
2026-04-03,home,mobile,AR,top_banner,5696,5425,5315,110,16.5,0.952423,0.979724,0.020696,2.89677,3.104421
2026-04-03,home,mobile,AR,video_preroll,1606,1428,1179,18,8.6,0.889166,0.82563,0.015267,5.354919,7.294317
2026-04-03,home,mobile,BR,in_article,13438,10862,8690,199,15.83,0.808305,0.800037,0.0229,1.178003,1.821634
2026-04-03,home,mobile,BR,sidebar_rectangle,8374,7880,6024,90,9.08,0.941008,0.764467,0.01494,1.084309,1.507304
2026-04-03,home,mobile,BR,top_banner,17688,14135,12354,366,45.34,0.799129,0.874001,0.029626,2.56332,3.670066
2026-04-03,home,mobile,BR,video_preroll,4624,3796,3038,35,12.12,0.820934,0.800316,0.011521,2.621107,3.989467
2026-04-03,home,mobile,MX,in_article,5790,5042,4669,104,3.5,0.870812,0.926021,0.022275,0.604491,0.749625
2026-04-03,home,mobile,MX,sidebar_rectangle,3689,3108,2800,42,11.7,0.842505,0.900901,0.015,3.171591,4.178571
2026-04-03,home,mobile,MX,top_banner,7575,7211,5921,76,8.48,0.951947,0.821107,0.012836,1.119472,1.432191
2026-04-03,home,mobile,MX,video_preroll,2197,2006,1752,23,7.07,0.913063,0.87338,0.013128,3.218025,4.035388
2026-04-03,home,mobile,US,in_article,8357,7002,6712,109,28.15,0.83786,0.958583,0.01624,3.368434,4.193981
2026-04-03,home,mobile,US,sidebar_rectangle,5739,5378,4719,79,16.87,0.937097,0.877464,0.016741,2.939537,3.57491
2026-04-03,home,mobile,US,top_banner,9875,9349,8122,177,37.53,0.946734,0.868756,0.021793,3.800506,4.620783
2026-04-03,home,mobile,US,video_preroll,3132,2639,2548,45,8.16,0.842593,0.965517,0.017661,2.605364,3.202512
2026-04-03,home,tablet,AR,in_article,1208,1068,848,17,2.76,0.884106,0.794007,0.020047,2.284768,3.254717
2026-04-03,home,tablet,AR,sidebar_rectangle,853,782,698,7,0.7,0.916764,0.892583,0.010029,0.820633,1.002865
2026-04-03,home,tablet,AR,top_banner,1669,1549,1512,17,3.41,0.928101,0.976114,0.011243,2.04314,2.255291
2026-04-03,home,tablet,AR,video_preroll,460,413,390,4,0.89,0.897826,0.94431,0.010256,1.934783,2.282051
2026-04-03,home,tablet,BR,in_article,3514,3234,2994,59,3.93,0.920319,0.925788,0.019706,1.118384,1.312625
2026-04-03,home,tablet,BR,sidebar_rectangle,2164,2024,1580,45,6.38,0.935305,0.780632,0.028481,2.948244,4.037975
2026-04-03,home,tablet,BR,top_banner,4760,3938,3382,78,7.21,0.827311,0.858812,0.023063,1.514706,2.131875
2026-04-03,home,tablet,BR,video_preroll,1357,1087,982,8,3.08,0.801032,0.903404,0.008147,2.269713,3.136456
2026-04-03,home,tablet,MX,in_article,1639,1299,1196,18,2.29,0.792556,0.920708,0.01505,1.397193,1.914716
2026-04-03,home,tablet,MX,sidebar_rectangle,969,771,731,18,1.5,0.795666,0.948119,0.024624,1.547988,2.051984
2026-04-03,home,tablet,MX,top_banner,1723,1474,1150,17,3.16,0.855485,0.78019,0.014783,1.83401,2.747826
2026-04-03,home,tablet,MX,video_preroll,615,526,490,1,2.71,0.855285,0.931559,0.002041,4.406504,5.530612
2026-04-03,home,tablet,US,in_article,2385,2065,1786,12,5.59,0.865828,0.864891,0.006719,2.343816,3.129899
2026-04-03,home,tablet,US,sidebar_rectangle,1595,1479,1293,34,4.4,0.927273,0.874239,0.026295,2.758621,3.402939
2026-04-03,home,tablet,US,top_banner,2920,2679,2370,39,7.53,0.917466,0.884658,0.016456,2.578767,3.177215
2026-04-03,home,tablet,US,video_preroll,826,691,560,5,5.45,0.836562,0.81042,0.008929,6.598063,9.732143
2026-04-03,news,desktop,AR,in_article,2487,2212,2113,15,3.42,0.889425,0.955244,0.007099,1.375151,1.618552
2026-04-03,news,desktop,AR,sidebar_rectangle,1604,1429,1335,28,3.64,0.890898,0.93422,0.020974,2.269327,2.726592
2026-04-03,news,desktop,AR,top_banner,3041,2802,2291,51,8.42,0.921407,0.81763,0.022261,2.768826,3.675251
2026-04-03,news,desktop,AR,video_preroll,878,697,620,3,4.73,0.79385,0.889527,0.004839,5.387244,7.629032
2026-04-03,news,desktop,BR,in_article,6573,5680,5060,160,5.18,0.864141,0.890845,0.031621,0.788072,1.023715
2026-04-03,news,desktop,BR,sidebar_rectangle,4916,4730,3956,97,15.81,0.962164,0.836364,0.02452,3.216029,3.996461
2026-04-03,news,desktop,BR,top_banner,8718,7174,6026,157,9.54,0.822895,0.839978,0.026054,1.094288,1.58314
2026-04-03,news,desktop,BR,video_preroll,1886,1500,1164,4,4.01,0.795334,0.776,0.003436,2.126193,3.445017
2026-04-03,news,desktop,MX,in_article,2623,2361,1964,15,6.52,0.900114,0.831851,0.007637,2.485703,3.319756
2026-04-03,news,desktop,MX,sidebar_rectangle,1758,1646,1496,40,1.81,0.936291,0.90887,0.026738,1.029579,1.209893
2026-04-03,news,desktop,MX,top_banner,4103,3539,2793,42,9.48,0.86254,0.789206,0.015038,2.310505,3.3942
2026-04-03,news,desktop,MX,video_preroll,1062,902,833,10,1.27,0.849341,0.923503,0.012005,1.195857,1.52461
2026-04-03,news,desktop,US,in_article,4285,3910,3244,25,20.55,0.912485,0.829668,0.007707,4.795799,6.334772
2026-04-03,news,desktop,US,sidebar_rectangle,3021,2730,2509,39,6.7,0.903674,0.919048,0.015544,2.217809,2.670387
2026-04-03,news,desktop,US,top_banner,5510,4721,4371,53,16.1,0.856806,0.925863,0.012125,2.92196,3.683368
2026-04-03,news,desktop,US,video_preroll,1721,1540,1297,20,11.43,0.894829,0.842208,0.01542,6.641488,8.812645
2026-04-03,news,mobile,AR,in_article,2871,2617,2193,40,5.3,0.911529,0.837982,0.01824,1.846047,2.416781
2026-04-03,news,mobile,AR,sidebar_rectangle,2121,1981,1903,60,2.94,0.933993,0.960626,0.031529,1.386139,1.544929
2026-04-03,news,mobile,AR,top_banner,4851,4372,3876,100,13.3,0.901257,0.886551,0.0258,2.741703,3.431373
2026-04-03,news,mobile,AR,video_preroll,1435,1149,1076,15,6.53,0.800697,0.936466,0.013941,4.550523,6.068773
2026-04-03,news,mobile,BR,in_article,8933,7540,7331,205,9.61,0.844061,0.972281,0.027963,1.075786,1.310872
2026-04-03,news,mobile,BR,sidebar_rectangle,6728,5861,5648,118,7.82,0.871136,0.963658,0.020892,1.162307,1.384561
2026-04-03,news,mobile,BR,top_banner,11193,9743,8073,73,8.38,0.870455,0.828595,0.009042,0.748682,1.038028
2026-04-03,news,mobile,BR,video_preroll,3213,3096,2978,33,14.37,0.963585,0.961886,0.011081,4.472456,4.825386
2026-04-03,news,mobile,MX,in_article,4280,3450,2732,34,9.32,0.806075,0.791884,0.012445,2.17757,3.41142
2026-04-03,news,mobile,MX,sidebar_rectangle,2808,2648,2565,15,8.23,0.94302,0.968656,0.005848,2.930912,3.208577
2026-04-03,news,mobile,MX,top_banner,4690,4229,4011,67,6.57,0.901706,0.948451,0.016704,1.400853,1.637996
2026-04-03,news,mobile,MX,video_preroll,1398,1109,910,4,4.97,0.793276,0.820559,0.004396,3.555079,5.461538
2026-04-03,news,mobile,US,in_article,7139,6044,5675,173,13.38,0.846617,0.938948,0.030485,1.874212,2.357709
2026-04-03,news,mobile,US,sidebar_rectangle,4292,3931,3495,26,11.54,0.91589,0.889087,0.007439,2.688723,3.30186
2026-04-03,news,mobile,US,top_banner,7463,6903,3193,44,16.81,0.924963,0.462553,0.01378,2.252445,5.264641
2026-04-03,news,mobile,US,video_preroll,1865,1684,1499,4,7.55,0.902949,0.890143,0.002668,4.048257,5.036691
2026-04-03,news,tablet,AR,in_article,919,847,658,19,2.28,0.921654,0.77686,0.028875,2.480958,3.465046
2026-04-03,news,tablet,AR,sidebar_rectangle,711,571,474,5,1.4,0.803094,0.830123,0.010549,1.969058,2.953586
2026-04-03,news,tablet,AR,top_banner,1295,1193,929,6,1.46,0.921236,0.778709,0.006459,1.127413,1.571582
2026-04-03,news,tablet,AR,video_preroll,326,271,224,2,1.49,0.831288,0.826568,0.008929,4.570552,6.651786
2026-04-03,news,tablet,BR,in_article,2848,2647,2147,23,5.97,0.929424,0.811107,0.010713,2.096208,2.780624
2026-04-03,news,tablet,BR,sidebar_rectangle,1990,1596,1268,33,2.4,0.80201,0.794486,0.026025,1.20603,1.892744
2026-04-03,news,tablet,BR,top_banner,3287,2611,2436,16,5.14,0.794341,0.932976,0.006568,1.563736,2.110016
2026-04-03,news,tablet,BR,video_preroll,923,753,671,7,2.2,0.815818,0.891102,0.010432,2.383532,3.278689
2026-04-03,news,tablet,MX,in_article,964,865,672,16,1.5,0.897303,0.776879,0.02381,1.556017,2.232143
2026-04-03,news,tablet,MX,sidebar_rectangle,840,756,575,4,1.1,0.9,0.760582,0.006957,1.309524,1.913043
2026-04-03,news,tablet,MX,top_banner,1321,1039,938,29,1.36,0.786525,0.902791,0.030917,1.029523,1.449893
2026-04-03,news,tablet,MX,video_preroll,351,335,315,5,1.47,0.954416,0.940299,0.015873,4.188034,4.666667
2026-04-03,news,tablet,US,in_article,1597,1519,1295,18,7.08,0.951158,0.852535,0.0139,4.433312,5.467181
2026-04-03,news,tablet,US,sidebar_rectangle,1228,1117,901,21,3.11,0.909609,0.806625,0.023307,2.532573,3.45172
2026-04-03,news,tablet,US,top_banner,2677,2151,2040,50,5.32,0.803511,0.948396,0.02451,1.987299,2.607843
2026-04-03,news,tablet,US,video_preroll,648,613,539,4,4.79,0.945988,0.879282,0.007421,7.391975,8.886827
2026-04-03,sports,desktop,AR,in_article,1815,1712,1456,32,5.64,0.943251,0.850467,0.021978,3.107438,3.873626
2026-04-03,sports,desktop,AR,sidebar_rectangle,1351,1087,896,17,1.43,0.804589,0.824287,0.018973,1.058475,1.595982
2026-04-03,sports,desktop,AR,top_banner,2451,2017,1580,38,1.99,0.822929,0.783342,0.024051,0.811914,1.259494
2026-04-03,sports,desktop,AR,video_preroll,698,670,575,4,1.22,0.959885,0.858209,0.006957,1.747851,2.121739
2026-04-03,sports,desktop,BR,in_article,5095,4589,4223,76,3.71,0.900687,0.920244,0.017997,0.728165,0.878522
2026-04-03,sports,desktop,BR,sidebar_rectangle,4240,4068,3261,41,10.19,0.959434,0.801622,0.012573,2.403302,3.124808
2026-04-03,sports,desktop,BR,top_banner,6671,5567,4631,93,9.73,0.834508,0.831866,0.020082,1.458552,2.101058
2026-04-03,sports,desktop,BR,video_preroll,1908,1818,1539,31,2.84,0.95283,0.846535,0.020143,1.48847,1.845354
2026-04-03,sports,desktop,MX,in_article,2162,2050,1776,13,3.77,0.948196,0.866341,0.00732,1.743756,2.122748
2026-04-03,sports,desktop,MX,sidebar_rectangle,1469,1216,975,18,1.25,0.827774,0.801809,0.018462,0.850919,1.282051
2026-04-03,sports,desktop,MX,top_banner,3178,2750,2685,29,5.57,0.865324,0.976364,0.010801,1.752675,2.074488
2026-04-03,sports,desktop,MX,video_preroll,876,847,743,15,4.49,0.966895,0.877214,0.020188,5.125571,6.043069
2026-04-03,sports,desktop,US,in_article,3840,3151,2714,13,13.48,0.820573,0.861314,0.00479,3.510417,4.966839
2026-04-03,sports,desktop,US,sidebar_rectangle,2288,1896,1543,40,5.0,0.828671,0.813819,0.025924,2.185315,3.240441
2026-04-03,sports,desktop,US,top_banner,5062,4210,4067,115,21.4,0.831687,0.966033,0.028276,4.227578,5.261864
2026-04-03,sports,desktop,US,video_preroll,1355,1110,925,11,3.48,0.819188,0.833333,0.011892,2.568266,3.762162
2026-04-03,sports,mobile,AR,in_article,2888,2346,2024,46,7.17,0.812327,0.862745,0.022727,2.482687,3.54249
2026-04-03,sports,mobile,AR,sidebar_rectangle,1746,1558,1399,13,1.06,0.892325,0.897946,0.009292,0.607102,0.757684
2026-04-03,sports,mobile,AR,top_banner,3607,3027,2551,13,4.37,0.839202,0.842749,0.005096,1.211533,1.713054
2026-04-03,sports,mobile,AR,video_preroll,1119,966,747,9,2.7,0.863271,0.773292,0.012048,2.412869,3.614458
2026-04-03,sports,mobile,BR,in_article,9518,8980,8343,36,9.37,0.943476,0.929065,0.004315,0.984451,1.123097
2026-04-03,sports,mobile,BR,sidebar_rectangle,5511,4331,3972,45,12.91,0.785883,0.917109,0.011329,2.342588,3.250252
2026-04-03,sports,mobile,BR,top_banner,10551,9684,9481,236,21.23,0.917828,0.979038,0.024892,2.012132,2.239215
2026-04-03,sports,mobile,BR,video_preroll,2835,2493,1927,15,2.59,0.879365,0.772964,0.007784,0.91358,1.344058
2026-04-03,sports,mobile,MX,in_article,3345,2801,2223,40,4.06,0.837369,0.793645,0.017994,1.213752,1.826361
2026-04-03,sports,mobile,MX,sidebar_rectangle,2289,2190,1724,42,1.54,0.95675,0.787215,0.024362,0.672783,0.893271
2026-04-03,sports,mobile,MX,top_banner,4660,4370,4258,100,16.96,0.937768,0.974371,0.023485,3.639485,3.983091
2026-04-03,sports,mobile,MX,video_preroll,1187,1078,874,3,4.38,0.908172,0.810761,0.003432,3.689975,5.011442
2026-04-03,sports,mobile,US,in_article,4840,4690,3862,20,20.69,0.969008,0.823454,0.005179,4.274793,5.357328
2026-04-03,sports,mobile,US,sidebar_rectangle,3835,3232,3101,62,10.05,0.842764,0.959468,0.019994,2.6206,3.24089
2026-04-03,sports,mobile,US,top_banner,7039,5903,4609,18,20.37,0.838613,0.780789,0.003905,2.893877,4.419614
2026-04-03,sports,mobile,US,video_preroll,1798,1493,1141,7,2.57,0.830367,0.764233,0.006135,1.429366,2.25241
2026-04-03,sports,tablet,AR,in_article,821,646,539,13,1.36,0.786845,0.834365,0.024119,1.656516,2.523191
2026-04-03,sports,tablet,AR,sidebar_rectangle,601,479,460,5,0.93,0.797005,0.960334,0.01087,1.547421,2.021739
2026-04-03,sports,tablet,AR,top_banner,1069,1034,999,23,1.97,0.967259,0.966151,0.023023,1.842844,1.971972
2026-04-03,sports,tablet,AR,video_preroll,304,256,228,3,1.15,0.842105,0.890625,0.013158,3.782895,5.04386
2026-04-03,sports,tablet,BR,in_article,2310,2055,1819,10,3.9,0.88961,0.885158,0.005498,1.688312,2.144035
